Gene	Expr0	Expr1	Expr2
Bex6	5.38725	2.34015	2.67786
Best2	5.22377	5.18474	5.19824
Bdkrb2	3.72839	3.84161	3.82975
Bdkrb1	4.64571	4.54806	4.77642
Bcorl1	4.94638	5.27698	5.14978
Bcmo1	4.21205	4.07432	4.46887
Bcl6b	4.448	3.79478	3.74435
Bcl2l10	4.31816	4.03808	3.9355
Bcl2a1a	2.80346	2.80884	2.82617
Bcl11b	4.90638	6.35866	4.56666
Bcl11a$Bcl11a	3.70025	4.38844	3.30534
Bche	3.97558	3.69639	3.86889
Bcdo2	4.00637	3.87191	4.28103
Bcas2	2.81019	2.43436	2.97351
Bcas1	5.43075	4.83708	4.21977
Bcan	4.4251	4.22871	4.29948
Bbs12	4.93962	4.89226	6.07096
Bbs1	5.17978	4.6696	4.85696
Bbox1	4.36873	4.41589	4.40561
Barx2	4.51052	4.4784	5.33758
Barx1	5.29517	5.57565	5.23086
Barhl2	2.8526	2.60049	2.93424
Barhl1	4.10832	4.09846	4.23488
Bard1	6.30458	4.69705	5.28079
Bank1	3.11057	3.41229	3.11843
Bai3	2.95274	2.62264	4.67179
Bai2	5.49951	4.01341	4.41391
Bach2	5.07405	5.36336	4.88995
Bace2	3.50152	3.69288	3.50859
Baat	5.17039	5.29976	5.29317
Baalc	5.15564	5.18347	5.06111
BC107230	3.39366	3.25348	3.041
BC100530	3.46671	3.56413	3.4901
BC094916	3.31494	3.20716	5.11763
BC089597	3.50533	3.55206	3.61045
BC085284	4.41662	3.31983	3.32129
BC072620	4.97	4.36168	5.32227
BC068281	5.30746	4.91195	5.34544
BC068157	4.98388	4.08429	4.53677
BC068110	5.05013	5.71342	5.10793
BC066028	5.77207	4.62581	4.50843
BC065085	5.12609	4.28992	4.80328
BC062127	5.25723	4.1672	4.81882
BC062115	5.39201	4.86615	5.2104
BC062109	3.59041	3.72914	3.65746
BC061194	2.30653	2.39016	2.23739
BC061039	3.36007	2.99815	3.20167
BC060632	4.86313	5.62715	4.98443
BC060267	3.5	2.83147	3.61993
BC057371	4.83527	3.10213	3.49099
BC057022	5.28448	5.31807	5.21849
BC055107	3.63406	3.87454	5.05356
BC054438	4.37619	5.21916	4.32428
BC054059	4.3222	4.56772	4.56518
BC053393	4.10451	3.85416	4.04614
BC052328	4.10569	4.78893	4.42072
BC052055	4.079	4.42128	4.01289
BC051628	3.62993	3.59302	3.6395
BC051142	4.60498	4.38682	4.431
BC051019	2.62594	2.28732	2.60581
BC050789	3.21791	2.77338	2.91934
BC050777	3.17505	2.91083	3.15395
BC050210	6.92568	4.52249	4.55895
BC050078	4.65999	4.74209	4.97459
BC049762	4.69878	4.60038	4.65075
BC048679	4.5028	4.00559	4.35609
BC048671	2.31333	2.60565	2.19888
BC048599	2.89841	3.02396	3.02636
BC048562	3.7018	3.65018	3.48098
BC048546	3.89428	4.03573	4.06732
BC048507	4.20512	4.0455	4.19005
BC043301	4.54587	5.23487	4.86462
BC040758	3.49329	3.55735	3.68967
BC039632	3.64173	4.11428	3.76272
BC038479	4.68915	4.13439	4.49709
BC038167	3.76857	3.62213	3.92485
BC037703	5.28924	4.19893	5.74339
BC032204	4.12088	3.52611	3.23322
BC031901	3.52777	3.36583	3.53748
BC031441	5.71472	4.7922	5.15394
BC030500	3.91996	3.72865	3.69627
BC030499$BC030499	3.15171	3.26595	3.09042
BC030307	2.42071	2.61071	2.60015
BC030183	4.2134	4.12009	4.18387
BC027072	4.50978	4.37848	4.29762
BC027057	3.23432	3.33975	3.37149
BC026782	3.03175	3.16434	3.26025
BC026439	2.93176	3.05145	3.3012
BC025816	4.76509	5.09078	4.84974
BC025575$BC025575	4.85423	6.15081	5.19495
BC024997	5.13114	5.09	5.02581
BC023179	4.37701	3.9583	4.46168
BC021891	3.49718	3.71832	3.68489
BC021785	3.7778	3.96878	3.96247
BC021608	4.80792	4.93386	4.9769
BC020535	3.92057	3.84549	3.93575
BC018465	4.78742	4.96348	4.87504
BC016579	2.70463	3.17917	2.79102
BC016548	3.14489	3.08411	3.21654
BC016495	4.51837	4.32902	4.52089
BC016201	5.13763	5.54608	5.19407
BC015286	2.78049	2.68103	4.59673
BC014805	4.29981	4.39191	4.62344
BC013712	5.58008	5.20743	5.10665
BC013672	3.32888	2.75848	2.80304
BC013481	5.35684	3.43902	3.49853
BC003883	2.66219	2.7522	2.72478
BC002199	5.31203	4.64309	4.97877
BB220380	3.15482	3.40776	3.33125
BB146404	6.24429	6.12899	4.11781
B930095G15Rik	3.36311	4.38498	3.53378
B930037P14Rik	4.5364	5.16169	5.0215
B830045N13Rik	2.44238	2.66454	2.50595
B830017H08Rik	4.27571	4.49683	4.10972
B630019K06Rik	3.53127	4.61533	4.19816
B530045E10Rik	5.50837	5.43941	5.40195
B4galt5	3.99309	4.41739	3.87494
B4galnt2	4.89431	4.21745	3.94826
B430306N03Rik	4.4376	4.48517	4.38471
B430211C08Rik	2.98703	3.07546	2.93901
B430119L13Rik	5.18091	3.60241	4.05113
B3gnt8	3.65648	3.66985	3.99943
B3gnt6	4.10143	4.08969	3.91441
B3gnt4	4.38734	4.23076	4.81681
B3gnt3	5.11525	4.80933	4.67795
B3gat2	2.42074	2.45214	2.58138
B3gat1	4.24953	4.55903	4.28951
B3galt5	5.1856	5.25048	5.15778
B3galt2	2.10357	2.20773	2.21735
B3galt1	3.48033	3.59231	3.26856
B230342M21Rik	3.68092	3.2965	4.20353
B230325K18Rik	4.12359	3.74572	3.9732
B230218L05Rik	2.82972	2.66085	2.69752
B230209C24Rik	4.14299	5.28729	5.45522
B230110C06Rik	4.0849	4.34859	4.03052
B020006M18Rik	7.26594	2.55297	2.61423
Azgp1	5.22366	5.00334	5.24514
Aytl1	4.53891	6.25267	5.36481
Axin2	6.15523	5.64528	4.60984
Avpr2	4.9565	4.85344	5.01217
Avpr1b	4.15707	4.18056	4.39032
Avpr1a	4.14725	6.74857	4.00886
Avp	4.79587	4.81453	4.73678
Atxn7l1	4.73925	4.67689	4.91989
Atxn7	4.93656	5.2845	5.22611
Atxn1	4.40026	7.10298	4.23727
Atrnl1	3.21838	4.22419	3.88458
Atp8b4	3.15186	3.26739	3.02788
Atp8b1	2.70109	4.86957	2.88847
Atp8a2	4.82344	4.87008	4.94343
Atp8a1	5.34917	4.39804	6.14815
Atp7b	4.33917	4.47992	4.28303
Atp6v1g2	4.66805	5.29271	4.73265
Atp6v1e2	4.80249	5.062	4.80807
Atp6v1c2	4.23541	4.12457	6.13506
Atp6v1b1	3.98888	4.15532	4.13746
Atp6v0d2	2.90934	3.17022	2.99749
Atp6v0a4	3.7068	3.48981	3.6888
Atp5c1	5.68427	5.26586	5.22257
Atp2b4	4.4508	4.29663	4.44489
Atp2b3	4.84086	4.8237	4.99441
Atp2b2	4.00524	4.02274	4.19351
Atp1b4	2.55829	2.64004	2.73418
Atp1a3	4.53518	3.84892	3.66894
Atp1a2	3.9667	3.64895	3.8127
Atp13a5	2.52449	2.65872	2.66516
Atp13a4	3.41408	3.09616	3.11046
Atp12a	4.74562	2.8703	7.76402
Atp10b	4.48265	4.70467	4.65698
Atp10a	3.74082	4.81189	6.15383
Atoh1	5.079	5.16004	5.03192
Atg9b	4.59595	4.21482	6.64052
Atf7	4.85486	5.24516	5.14409
Atcay	4.84752	4.66253	4.69497
Atad4	4.52837	4.40217	4.85804
Asz1	6.16727	4.36298	4.21791
Astn2	3.26443	3.27309	3.26629
Astn1	3.09455	3.16597	3.074
Astl	4.4787	4.55519	4.47072
Asphd1	5.58558	5.1618	5.06905
Asgr2	3.79266	3.42089	3.48651
Asgr1	3.41238	3.66736	3.37362
Ascl3	4.856	4.8312	4.87794
Ascl2	4.02755	2.99327	3.17351
Ascl1	3.09629	2.80905	3.00347
Asb9	4.28804	4.49381	4.56543
Asb5	3.29296	5.77847	3.06492
Asb4	3.52767	4.08058	3.12298
Asb2	4.58758	4.9588	4.63447
Asb18	3.13897	3.26499	3.153
Asb17	2.64962	2.73946	2.69438
Asb16	5.42357	5.29953	5.38253
Asb15	2.88458	2.87548	3.03708
Asb14	2.85438	2.5318	2.61305
Asb12	3.01174	2.96661	3.01114
Asb11	4.04416	4.09148	4.39471
Asb10	4.75272	4.48448	4.59093
Asah3l	6.41792	3.52953	3.57479
Asah3	4.26203	3.90409	4.28764
Asah2	4.12587	5.55865	4.82254
As3mt	6.09845	4.90168	4.06537
Arts1	4.11849	5.71557	6.05899
Artn	4.58925	6.69905	4.07631
Art5	5.02638	4.89364	5.06623
Art4	3.67916	3.48917	3.7241
Art3	2.95667	2.90192	2.99088
Art2b	3.04932	3.17119	3.23071
Art2a	2.768	2.7675	2.97203
Arsj	3.59826	7.7281	3.43885
Arsg	3.12079	3.65949	3.45238
Arrdc5	3.74869	3.48256	3.71263
Arrb1	4.71146	4.5324	5.13033
Arr3	4.78635	4.92417	4.67835
Arpp21	3.02436	2.96766	4.8687
Arpm1	4.20804	4.11209	4.27029
Armcx6	5.57672	5.4706	4.90426
Armc4	2.96219	3.1201	3.04138
Armc3	3.12779	2.82842	3.16407
Armc2	4.37506	4.02085	4.08545
Armc1$Armc1	4.78559	4.92554	4.86685
Arl10	4.67833	5.01343	5.40188
Arhgef9	3.32175	3.97766	3.67681
Arhgef6	5.28817	5.90918	5.0144
Arhgef15	4.61979	4.30331	4.39214
Arhgap8	5.67102	5.79761	4.92268
Arhgap6	3.43499	4.13091	3.29122
Arhgap4	4.57731	4.18774	4.43118
Arhgap30	6.12184	5.09622	5.04223
Arhgap26	4.26107	4.03359	3.89247
Arhgap25	4.31229	4.47227	4.13938
Arhgap20	3.38247	3.71998	4.27591
Arhgap19	5.1157	3.76316	4.76938
Arhgap18	4.23238	5.18094	4.96575
Arhgap15	3.14906	3.18577	3.27639
Arg2	7.25154	3.43189	3.40843
Areg	4.08046	4.6663	4.64251
Ard1b	6.69847	3.94286	4.10612
Ar	4.41104	4.94619	4.38584
Aqp9	4.46027	4.39461	4.52232
Aqp8	5.28247	5.16502	5.02966
Aqp7	3.9402	3.97478	3.92907
Aqp6	4.60664	4.64463	4.53422
Aqp4	3.53774	3.66468	3.56459
Aqp2	5.28102	5.32816	5.49331
Aqp11	5.03937	4.63236	4.88319
Apon	5.26544	5.33338	5.24417
Apoh	4.27007	4.50157	4.31496
Apof	3.46485	3.02865	2.84009
Apoc4	5.47205	5.22481	5.21814
Apoc3	3.3935	3.37139	3.41566
Apoc2	3.80223	3.67185	3.64965
Apobec4	3.47738	3.38469	3.64553
Apobec2	6.7323	3.54598	3.98929
Apob	4.54322	4.59813	4.56059
Apoa5	5.32254	5.73751	5.31509
Apoa4	4.18384	3.92276	4.36057
Apoa1	3.35713	3.18128	3.62966
Apc2	4.89208	4.84152	4.86175
Apbh	3.31443	3.46892	3.24035
Apba3	2.78051	3.1516	2.98519
Apba2bp	5.53603	4.90569	5.30013
Apba2	5.07838	4.86089	5.06793
Apba1	5.29538	5.32476	5.23949
Ap3b2	5.43865	5.23247	4.99169
Aox4	3.80145	3.35164	5.62453
Aox3	3.57791	3.4097	7.20085
Aox1	4.3289	5.49097	6.29518
Aoc3	4.5026	4.61261	3.20556
Aoah	4.92104	3.52598	6.64044
Anxa9	3.63126	3.79357	4.88897
Anxa13	2.76567	2.74092	2.74852
Anxa10	3.18215	2.90058	3.11935
Anubl1	4.1419	4.68647	3.92861
Ankzf1$Ankzf1	5.01117	4.92442	4.88506
Anks4b	4.59989	4.74763	4.79419
Anks3	4.83849	4.46467	4.94925
Ankrd7	3.10886	3.13728	3.18695
Ankrd56	5.2131	3.76034	3.94433
Ankrd55	3.22541	3.30008	3.31726
Ankrd52	3.67284	3.69114	3.44481
Ankrd5	3.37245	3.0567	3.15002
Ankrd43	2.17661	2.18752	2.10818
Ankrd42	2.9489	3.50681	3.04121
Ankrd36	5.25015	5.44549	5.12997
Ankrd35	6.93373	3.98967	4.0064
Ankrd34	5.04064	5.56772	4.63824
Ankrd33	4.24269	4.48956	4.20098
Ankrd22	4.10737	3.23216	3.485
Ankrd13d	5.37072	5.32954	5.39194
Ank2	3.92051	5.29133	4.51654
Ank1	5.3388	5.57873	5.29447
Angptl4	2.43448	2.82749	2.32657
Angptl3	3.11348	3.04236	3.08297
Angptl1	4.30537	4.17204	4.15354
Angpt4	4.69922	5.76001	4.69549
Angpt2	4.55464	5.30817	4.59204
Angpt1	4.1642	6.84073	3.78326
Ang4	4.19845	4.18313	4.1441
Ang2	3.94215	4.24078	3.87897
Ang	4.02735	4.49741	5.4598
Amy1	2.64852	2.48477	2.6491
Amph	6.8655	2.83749	3.15834
Ampd1	3.33518	3.69597	3.3132
Amn	5.96073	4.81772	5.31895
Amigo2	3.92887	3.4496	6.23306
Amigo1	4.75642	4.4981	4.80996
Amhr2	5.70565	4.83699	5.08423
Amelx	4.75439	4.73951	4.74169
Ambp	3.83792	3.88249	3.85725
Ambn	2.75583	2.77501	2.85785
Alx4	4.74885	4.75862	4.6433
Alx3	4.50861	4.62274	4.64026
Alx1	2.68702	3.04086	2.66671
Als2cr12	4.0506	4.64558	4.1881
Als2cr11	2.45972	2.2482	2.29244
Alpi	5.22569	5.16824	5.22494
Alox8	3.48068	3.47332	3.62538
Alox12e	5.04916	5.01049	5.0042
Alox12b	4.04519	3.61996	5.59249
Alox12	4.13233	3.87935	3.66664
Alk	4.374	4.28595	4.18012
Aldob	4.38114	4.66771	4.58242
Aldh8a1	4.6676	4.84322	4.52705
Aldh1l1	5.76643	5.08589	4.84781
Aldh1a7	3.50339	3.95523	3.36049
Aldh1a3	4.42587	5.81748	5.55288
Aldh1a2	5.41741	5.67236	4.35226
Aldh1a1	3.24971	3.25044	3.3774
Alb	4.01006	3.84924	4.15327
Alas2	3.75808	3.8712	3.66288
Akr1d1	3.26828	3.4022	3.24319
Akr1c6	3.96524	3.91175	4.00134
Akr1c21	4.49658	4.532	4.54813
Akr1c20	2.81402	3.01588	2.68715
Akr1c19	3.5926	3.59842	3.68357
Akr1c18	5.68515	4.99606	5.6277
Akr1c13$Akr1c12	4.65288	4.03135	4.67092
Akr1c12$Akr1c12	4.25423	4.04646	4.00309
Akr1b7	4.15382	3.96485	3.95012
Akp3	4.45071	4.51391	4.43763
Akap6	4.69727	5.13231	4.59815
Akap4	4.37274	4.5329	4.45834
Akap3	4.41534	4.56694	4.36108
Akap14	4.11506	4.14217	4.34601
Ajap1	4.03015	3.86272	3.90218
Aipl1	5.13413	5.06486	4.90619
Aifm3	5.19613	5.31861	5.01669
Aicda	3.9452	3.94663	3.98222
Ahsg	5.3399	4.62913	5.62068
Ahrr	3.73013	6.37947	3.37639
Agxt2l1	3.7965	3.72993	4.00725
Agxt2	2.5527	2.74995	2.8318
Agxt	5.07184	5.19616	5.27123
Agtrl1	4.01501	3.96196	4.11804
Agtr2	2.46486	4.5651	2.78787
Agtr1b	3.61535	3.6347	3.67252
Agt	5.3877	5.49468	5.45674
Agr3	2.71054	2.6192	2.75356
Agr2	2.65528	2.7954	2.56887
Agmat	5.19978	4.9854	5.26047
Ager	5.17783	4.91923	5.19921
Agbl3	3.32815	3.60391	3.77189
Afp	3.7984	3.6268	3.95263
Afmid	4.80189	4.63529	5.12242
Afm	5.39452	5.60911	5.03062
Aff2	4.06828	4.28008	4.17242
Afap1l1	4.59399	3.51046	4.23233
Adrbk2	4.22836	4.14011	3.92283
Adrb3	6.53966	4.51237	5.03238
Adrb2	4.8193	4.79036	6.41389
Adrb1	3.02812	2.80215	5.02566
Adra2c	4.97926	4.92808	4.90518
Adra2b	4.42018	4.68545	4.49914
Adra2a$Adra2a	4.07466	5.54201	4.0361
Adra1b	4.83245	5.22698	4.93488
Adra1a	4.16291	3.78307	4.11794
Adprhl1	5.31736	4.98803	5.23547
Adora3	4.3813	4.363	4.41409
Adora1	4.31227	4.62435	5.80589
Admr	3.71349	3.54952	4.65509
Adipoq	2.93046	2.78386	2.8844
Adhfe1	4.16512	3.98712	4.74044
Adh6a	3.63115	3.7251	3.89496
Adh4	4.30173	3.60268	3.60867
Adh1	4.8863	5.13567	4.87323
Add2	4.90585	4.9554	4.85531
Adcyap1r1	5.24978	5.33405	5.01358
Adcyap1	3.54109	3.57016	3.66988
Adcy8	3.01949	3.18147	3.16728
Adcy7	4.072	6.93496	3.786
Adcy5$Adcy5	3.91512	4.01578	4.09353
Adcy4	4.73019	5.57772	4.7061
Adcy1	4.54644	4.73706	4.45466
Adat1	5.66678	4.60687	5.60419
Adarb2	3.83433	3.7273	3.78545
Adamtsl1	4.44522	6.5594	5.34179
Adamts6	2.8985	5.81319	3.6427
Adamts3	3.00216	3.18376	3.32611
Adamts20	2.63756	3.551	2.33909
Adamts19	2.96245	2.83265	2.93702
Adamts18	2.84536	2.99091	2.74971
Adamts15	4.39019	4.3611	4.26397
Adamdec1	3.75652	3.95817	3.68306
Adam7	3.98528	3.98728	3.93844
Adam5	2.32571	2.63896	2.54261
Adam34	2.6058	2.63853	2.67993
Adam33	5.02062	5.6267	5.0045
Adam32	3.0032	3.42731	3.09338
Adam3	3.1789	3.00402	3.00266
Adam28	3.74814	3.67808	3.8566
Adam26a	2.86724	3.02369	3.03362
Adam25	2.18216	2.22748	2.24186
Adam24	3.08746	3.35077	3.12197
Adam21	5.34537	5.41955	5.27316
Adam2	3.07867	2.95814	3.00046
Adam1b	4.01752	4.13305	4.03203
Adam1a	4.94713	4.85128	5.05004
Adam18	3.32569	3.56876	3.23713
Adam11	5.12025	5.08253	5.1308
Adad1	2.92567	2.34704	2.52304
Acvrl1	4.02233	4.13975	4.81827
Acvr1c	3.68187	3.86108	3.91713
Actrt2	3.19784	2.90915	3.15637
Actrt1	4.43421	4.40339	4.22587
Actn2	5.86695	4.48181	4.45554
Actl7a	4.77245	5.05625	4.8505
Actl6b	3.39451	3.50505	3.32475
Actc1	4.41151	6.25892	4.37016
Acta2	3.19437	6.94943	3.2422
Acss1	3.82327	3.37051	3.25822
Acsm3	4.1127	3.85533	3.9925
Acsm2	4.17421	4.06955	4.25509
Acsm1	3.83235	3.77454	3.85554
Acsl6	4.85777	4.21346	4.35144
Acsbg2	4.8111	4.21877	4.27551
Acrv1	3.51122	3.26736	3.42134
Acrbp	5.61272	5.15166	5.30776
Acr	5.00659	4.90753	5.03135
Acpl2	5.3356	6.04615	4.61316
Acoxl	4.94645	4.67133	4.44063
Acox3	4.83909	5.43287	5.4111
Acox2	4.38707	4.73125	4.43507
Acot6	4.71932	5.3872	5.11987
Acot5	2.81682	2.91298	2.91669
Acot4	3.70992	3.59072	3.71675
Acot12	4.54951	4.444	4.38644
Ache	3.80199	3.78803	3.86221
Ace2	3.82542	3.75036	3.80302
Accn5	3.09815	3.15278	3.2008
Accn4	4.61775	4.70294	4.69308
Accn3	3.16107	3.17376	2.977
Accn1	4.2661	4.43612	4.39464
Abra	2.90984	2.91319	2.99102
Abpd	2.78022	2.94518	3.05098
Abpb	2.67504	2.73339	2.58602
Abo	3.40644	2.66633	2.87483
Ablim3	3.35208	2.96398	3.01307
Abi3bp	2.47995	5.15566	2.40071
Abhd9	4.99402	4.9082	4.9607
Abhd7	3.78667	3.41259	3.39709
Abhd3	4.57149	3.27225	3.48198
Abcg5	3.25224	2.91858	2.92213
Abcg3	4.30676	4.24265	4.32441
Abcd2	3.01151	3.40057	3.10151
Abcc9	4.16309	4.41538	4.22558
Abcc8	4.47084	4.49775	4.65178
Abcc6	3.30102	3.33594	3.18942
Abcc3	4.35974	4.74938	5.89986
Abcc12	3.52716	3.71833	3.59259
Abcc10	5.22778	4.89836	5.70674
Abcb11	4.41754	4.53134	4.30247
Abca9	3.80584	4.19608	3.93315
Abca8b	3.80374	4.34945	3.91556
Abca8a	3.30101	3.25869	3.16597
Abca6	3.06051	3.20823	3.09638
Abca4	4.29878	4.23663	4.28717
Abca16	2.52563	2.58539	2.56654
Abca14	2.44649	2.93273	2.54556
Abca13	3.01356	3.12361	3.41566
Abat	4.8962	6.23288	3.95846
Aadat	4.41962	5.03205	5.62648
Aadac	3.86593	4.00671	3.92774
AY702103	3.86457	3.84221	3.92735
AY702102	2.50054	2.40153	2.51138
AY074887	3.18077	3.34764	3.26445
AY026312	3.88976	3.94111	3.78172
AW551984	4.29086	5.34272	5.99548
AW146299	4.69941	4.17738	5.94178
AW125753	5.08674	4.57163	6.13616
AW061290	4.73542	5.74593	3.77288
AW049604	5.35326	5.07707	4.57214
AV320801	9.55825	2.20466	2.34113
AV249152	3.85217	4.80492	4.55762
AU042651	3.76504	3.55143	4.77941
AU022751	7.8846	4.11998	4.07838
AU021034	4.38624	4.3854	4.30094
AU018829	5.75339	3.43384	3.63966
AU017455	4.51323	4.58475	4.66369
AU015228	3.48819	3.16036	3.20311
AK220484	5.43893	5.04501	5.37359
AK162044	4.67576	3.29068	3.38252
AK129341	5.17047	5.07629	4.72677
AI851790	3.55214	4.29148	3.46384
AI842396	5.11099	4.45247	5.09649
AI747448$AI747448	2.44473	2.37068	2.29168
AI747448	2.256	2.27564	2.22768
AI646023	3.15377	4.99942	3.0305
AI593442	3.46757	3.57761	3.6875
AI586015	2.75501	3.10109	2.81455
AI451617$AI451617	3.3212	3.1225	3.90682
AI451557	3.35726	3.40806	3.19546
AI427515	4.38141	4.5461	6.66985
AI317395$2010001E11Rik	2.9022	2.86006	2.7606
AF529169	4.64601	4.54748	4.6119
AF366264	2.66504	2.87074	2.85188
AF067063	6.23678	3.4401	3.48202
AB124611	3.68904	3.58389	3.69312
AA986860	3.0379	2.83114	2.72503
AA536749	4.60025	6.32447	5.07676
AA415398	4.38946	4.14307	4.27537
A930034L06Rik	6.29434	5.01829	5.05608
A930018P22Rik	3.64956	3.59413	3.75704
A930017N06Rik	3.74409	3.95882	3.96254
A930012O16Rik	4.01106	3.81178	4.52401
A930006D11Rik	3.81877	3.97441	3.81882
A930005I04Rik	3.37097	3.65858	3.42128
A930002I21Rik	3.3088	3.31579	3.5617
A930001M12Rik	4.45974	4.45483	4.53352
A830091I15Rik	5.27967	4.93224	4.74833
A830059I20Rik	5.07542	5.38924	4.74358
A830053O21Rik	4.63924	4.81637	4.63361
A830043J08Rik	2.73671	2.85423	2.59664
A830039N20Rik	3.27756	3.42056	3.32105
A830036E02Rik	3.64259	2.96698	2.95048
A830018L16Rik	3.51749	3.27486	3.39392
A830006F12Rik	2.96055	3.04721	2.93909
A730037C10Rik	5.33264	5.39678	5.05414
A730017C20Rik	3.53967	3.66999	3.69036
A730011L01Rik	4.98453	5.25885	5.72808
A630095E13Rik	2.48624	2.38696	2.90259
A630077B13Rik	5.63467	3.71315	3.97766
A630055G03Rik	5.12955	4.72919	5.2829
A630033E08Rik$A630033E08Rik	5.96957	5.16308	5.14247
A630023P12Rik	3.63573	3.7528	3.69365
A630005I04Rik	4.90805	4.85011	4.97465
A530088I07Rik	4.24079	4.76543	5.87299
A530088H08Rik	4.11066	3.07992	3.15605
A530057A03Rik	7.5496	3.70545	3.48965
A530050D06Rik	5.73058	4.996	5.30529
A530023O14Rik	4.16419	4.15964	4.36976
A530016O06Rik	2.27255	2.4426	2.32617
A530016L24Rik	4.11547	4.23769	4.23001
A4gnt	4.48273	4.63163	4.57949
A430107P09Rik	2.84279	3.01472	2.91816
A430107O13Rik	4.39887	5.27976	4.50094
A430107D22Rik	3.9107	4.09698	3.7789
A430010J10Rik	2.46781	2.59681	2.5426
A330104H05Rik	2.7769	2.77838	2.61507
A330102K23Rik	4.33579	4.42336	3.98693
A330049M08Rik	4.62834	4.31112	4.91392
A330021E22Rik	4.02903	4.38292	3.55271
A2m	7.41665	4.4104	4.4708
A2bp1	3.50929	4.32509	3.55153
A230107C01Rik$1700067C01Rik	4.48922	4.59657	4.59828
A230106N23Rik	3.6315	3.90678	3.73914
A230097K15Rik	5.24384	4.98496	4.50985
A230069A22Rik	3.21829	3.09719	3.1748
A230067G21Rik	5.84657	4.72794	5.6945
A130092J06Rik	4.86813	3.99438	3.87324
A130090K04Rik	2.96519	3.22679	3.05514
A130050O07Rik	3.1463	3.32275	3.35306
A130042E20Rik	3.92732	4.16745	4.82183
A030010K20Rik	2.85184	2.69342	2.70567
A030009H04Rik	4.83692	4.85697	5.60345
A030004J04Rik	3.57678	4.1921	3.57124
A030001H23Rik	2.36969	2.55214	2.40821
9930039A11Rik	5.23635	5.28948	5.39145
9930023K05Rik	4.76753	4.81416	4.96495
9930021J17Rik	5.06619	5.80952	5.21157
9830134C10Rik	4.76503	4.9536	4.90115
9830102E05Rik	2.23562	2.287	2.23179
9630041N07Rik	2.68463	2.73026	2.49104
9630031F12Rik	4.21794	3.64532	5.10947
9630030I15Rik	4.09319	3.72769	3.59259
9630025I21Rik	5.14217	4.23803	5.28802
9630013D21Rik	2.3972	2.66128	2.46835
9530096D07Rik	4.29507	4.18126	5.26106
9530077C05Rik	4.90886	4.04171	4.85252
9530066K23Rik	4.63096	4.95628	4.86061
9530056K15Rik	3.33302	3.25984	3.44247
9530008L14Rik	3.40504	3.6025	3.51092
9530003J23Rik	2.80351	3.17855	2.8524
9530002B09Rik	3.59642	3.50681	3.64175
9430070O13Rik	2.45601	2.27036	2.39137
9430069J07Rik	4.26481	4.36246	4.59667
9430028L06Rik	3.14406	5.4056	3.10322
9430022F06Rik	4.11312	4.17454	4.32094
9330182L06Rik	2.80631	2.48998	3.479
9330175E14Rik	4.07251	4.07687	3.97747
9330133O14Rik	5.12445	5.63028	5.52706
9330128J19Rik	4.97546	5.06146	5.81077
9330120H11Rik	4.85173	5.21552	5.62873
9230112E08Rik	3.25488	3.90065	3.07372
9230105E10Rik	3.80097	4.89211	4.42913
9230104L09Rik	5.01125	5.24955	4.92377
9130409I23Rik	2.35187	2.20329	2.33098
9130221D24Rik	4.85522	4.96085	4.81479
9130211I03Rik	4.44749	4.37567	4.47711
9130206N08Rik	3.74428	3.76669	3.95914
9130019P16Rik	3.43391	3.50547	3.64536
9130019O22Rik$6430604K15Rik	2.66687	2.18817	2.44537
9130014G24Rik	2.44498	2.92942	2.5606
9030619P08Rik	3.40456	3.66053	4.72655
9030605I04Rik	4.927	4.57058	4.83182
9030605E09Rik	2.72884	2.83931	2.99855
9030425E11Rik	5.36815	6.51025	4.09123
9030224M15Rik	3.62474	4.54106	4.80486
9030205A07Rik	3.35178	3.60605	3.45232
8430415E04Rik	4.87303	4.83794	4.60339
8030463A06Rik	4.11025	3.94372	4.04518
8030462N17Rik	5.60945	4.5169	4.71866
8030451F13Rik	4.22898	4.10596	4.09228
8030411F24Rik	3.82619	3.47484	3.70549
7530404M11Rik	3.88256	4.00537	3.91071
7420416P09Rik	3.85447	3.30382	3.46323
6820408C15Rik	4.95475	4.94702	4.73047
6720456H20Rik	4.06898	4.48479	4.38102
6530401N04Rik$6530401N04Rik	4.99685	4.50305	4.77992
6530401C20Rik	4.53523	4.80882	6.50724
6430573F11Rik	3.21555	3.24461	3.18855
6430571L13Rik	3.7857	3.61177	3.6484
6430553K19Rik	2.53689	2.44397	2.57421
6430550H21Rik	2.7085	2.78645	2.64252
6430548M08Rik	4.8362	5.25947	5.39848
6430537H07Rik	4.64899	3.70069	3.74718
6430531B16Rik	5.09754	4.70502	4.75436
6430517E21Rik	3.70236	3.42597	3.67794
6430502M16Rik	3.5918	2.65269	2.76698
6332401O19Rik	4.901	5.17028	4.86866
6330545A04Rik	4.61656	4.7806	5.113
6330534C20Rik	7.3651	3.3753	3.85615
6330527O06Rik	3.16637	3.23099	3.24746
6330512M04Rik	4.68866	5.84482	4.87384
6330503C03Rik	4.80654	5.32605	4.9168
6330500D04Rik	4.5925	5.66621	5.36196
6330439K17Rik	3.51838	3.33694	3.83903
6330408A02Rik	4.33088	4.51756	4.94591
6330407J23Rik	6.12244	4.36278	5.17664
6330403K07Rik	4.77857	4.45261	3.95571
6230410P16Rik	5.12649	5.05127	5.01697
